GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_05328	1.0469	1.0280	1.0025	1.0268	1.0115	1.0013	1.0273	1.0886	1.0593	1.1163	0.9989	1.1421	1.0430	1.0727	1.0455	1.0877	1.1317	1.0292	1.0920	1.0551	0.9946	1.0160	1.0921	1.0854	1.2254	1.1808	1.2102	1.1260	1.1791	1.1845	1.1534	1.0955	1.1328	1.1918	1.0977	1.0857	0.9669	0.9314	1.2435	1.2045	1.3373	1.0547	1.2147	1.1784	1.0335	1.3232	1.1633	1.2945	1.2132	1.2159	1.3012	1.0958	1.0972	1.0691	1.0879
CLUG_05329	1.0255	0.9858	0.9312	1.0633	0.9202	0.9338	0.9210	1.1198	1.0967	1.0969	1.0368	1.0038	1.1203	1.0330	1.0197	1.0615	1.0723	1.0814	1.1033	1.0524	0.9169	1.0404	0.9863	1.1058	1.2313	1.1569	1.1832	1.1541	1.1851	1.2054	1.1540	1.0380	1.1118	1.1830	1.0965	1.0987	1.0423	0.9674	1.2546	1.2158	1.2365	1.0473	1.1866	1.1615	1.0724	1.3358	1.1840	1.2102	1.1648	1.1558	1.2963	1.1522	1.1243	1.0847	1.1086
CLUG_05330	1.0761	0.9772	0.9425	1.0435	1.0230	0.9661	1.0027	1.0191	1.0326	1.0984	1.0647	1.1457	1.0389	1.0399	1.0441	1.0693	1.0862	1.0269	1.1430	1.0857	0.9828	1.0664	1.0623	1.0814	1.2203	1.1958	1.1904	1.1397	1.1898	1.2012	1.1710	1.0298	1.1444	1.1795	1.0733	1.1025	1.0136	1.0039	1.2493	1.2180	1.2993	1.0955	1.2032	1.1756	1.0567	1.2994	1.1920	1.2290	1.1774	1.1721	1.2905	1.0912	1.0860	1.0508	1.0824
CLUG_05331	1.0056	0.9367	0.8962	0.9792	0.9382	0.8779	0.9065	0.9904	0.9484	1.0723	1.0199	1.0161	0.9521	0.9937	0.9957	0.9949	1.0737	1.0153	1.0860	0.9959	0.9208	0.9404	0.9977	0.9623	1.2126	1.1443	1.1255	1.1107	1.1027	1.1425	1.1413	1.0266	1.1390	1.1276	1.0780	1.0867	1.0155	1.0116	1.2151	1.1428	1.3408	1.0671	1.1932	1.1498	1.0182	1.2615	1.1678	1.1931	1.1487	1.1516	1.2040	1.0710	0.9995	1.0480	1.0428
CLUG_05332	0.9097	0.9243	0.7570	0.9136	0.9390	0.9138	0.9847	0.7490	0.9303	0.9702	0.8710	1.0621	0.8548	0.9385	0.9431	0.9227	0.8185	0.9965	1.0388	0.9340	0.8798	0.9427	0.9037	0.9905	1.0825	1.0434	1.0870	1.0672	1.0529	1.1213	1.1064	0.9669	1.0848	1.1223	0.9999	1.0525	1.2790	1.2276	1.2422	1.1399	1.2518	0.9907	1.1447	1.0773	1.0873	1.1966	1.1331	1.1582	1.1213	1.1733	1.1835	1.0718	1.0322	1.0036	1.0386
CLUG_05333	1.0024	0.9150	0.7997	0.9124	0.9979	0.9201	0.9943	0.8622	0.9631	1.0485	0.9122	1.0592	0.8972	0.9521	0.9338	0.9867	0.9240	1.0720	1.0384	0.9773	0.9152	0.9590	0.9961	1.0639	1.1159	1.0884	1.0905	1.0767	1.0720	1.1387	1.1234	0.9891	1.0996	1.1175	1.0118	1.0515	1.1418	1.1079	1.2424	1.1616	1.2110	0.9977	1.1698	1.1038	1.0565	1.1994	1.1176	1.1665	1.1240	1.1544	1.1995	1.0396	1.0650	1.0271	1.0663
CLUG_05334	0.9330	0.8588	0.9414	0.9373	0.8848	0.8288	0.8970	0.9153	0.9338	0.9475	0.9315	0.9571	0.9282	0.8821	0.9210	0.8673	1.0365	0.9327	0.9536	0.9532	0.8896	0.9095	0.9579	0.8938	1.1056	1.0975	1.0946	1.0916	1.0871	1.0788	1.0798	0.9967	1.0725	1.1265	1.0229	1.0106	1.1551	1.0915	1.1706	1.1575	1.2004	1.0223	1.1033	1.1120	0.9998	1.2439	1.1001	1.1775	1.1283	1.0814	1.2067	1.0261	0.9855	1.0639	1.0145
CLUG_05335	0.9092	0.8818	0.8886	0.9415	1.0586	0.7991	0.9193	0.9741	0.9323	1.1229	0.9012	1.2794	0.9442	0.9928	0.9845	1.1383	0.8827	1.0310	0.8346	0.9740	0.7542	0.9425	1.0174	1.1268	1.0013	1.0225	1.1353	0.9807	0.9926	0.9982	0.9898	1.0100	1.0204	0.9492	1.0409	0.9872	0.8720	0.9229	1.0584	1.0811	1.0897	1.0014	1.1380	1.2209	0.9438	1.0568	1.1560	1.2075	1.1442	1.1043	1.1058	1.1228	0.8719	0.9501	1.0812
CLUG_05336	0.8594	0.7564	0.8191	0.8554	0.8636	0.7759	0.9302	0.8416	0.8409	0.8686	0.8247	0.9559	0.8685	0.8648	0.8460	0.8355	0.7736	2.5829	0.9502	0.8522	0.9001	0.8437	0.7787	1.0506	1.0185	1.0406	1.0821	1.0348	1.0501	1.0838	0.9850	0.9738	0.9734	1.0613	0.9514	0.9461	1.1707	1.0176	1.1307	0.9985	1.1896	0.9480	1.0074	1.0218	0.9582	1.1437	1.0208	1.0420	0.9793	1.0840	1.0901	0.9538	0.9463	0.9815	1.0145
CLUG_05337	0.9442	0.8424	0.8845	0.8961	0.9087	0.8716	0.9443	0.9080	0.9859	1.0709	0.9126	0.9906	0.9308	0.9414	0.8827	0.8822	0.9088	0.9931	0.9914	0.9557	0.8327	0.9133	0.9980	0.9115	1.1290	1.0748	1.1013	1.0820	1.1221	1.1188	1.0835	1.0088	1.0821	1.1256	0.9958	1.0553	1.1617	1.0612	1.1901	1.1278	1.2356	1.0460	1.1200	1.1077	1.0358	1.1888	1.1566	1.1696	1.1497	1.0997	1.1904	1.0414	1.0268	1.0529	1.0359
CLUG_05338	0.7783	0.8599	0.8977	0.9053	0.8752	0.8668	0.9169	0.8238	0.9369	0.9902	0.9647	0.9443	0.8712	0.9043	0.8951	0.9007	0.9137	0.9922	0.8699	0.9581	0.8081	0.8947	0.8961	0.9862	1.0952	0.9974	1.0989	1.0031	1.0647	1.0685	1.0337	0.9571	1.0300	1.0769	0.9621	0.9835	0.9504	1.0010	1.1562	1.0926	1.1282	0.9195	1.0867	1.1033	0.9738	1.1548	1.0826	1.0996	1.0905	1.0365	1.1845	1.0301	1.0267	1.0321	0.9926
CLUG_05339	0.7954	0.8708	0.9189	0.9380	0.8769	0.8685	0.9206	0.7994	0.9550	1.0050	0.9884	0.9700	0.8884	0.9279	0.9119	0.9375	0.9673	0.9933	0.8266	0.9815	0.8212	0.9265	0.9260	0.9588	1.1166	0.9954	1.1156	1.0374	1.0818	1.1075	1.0763	0.9702	1.0397	1.1135	1.0055	1.0051	0.9814	1.0611	1.1730	1.0708	1.1060	0.9176	1.0968	1.1348	0.9926	1.1877	1.0794	1.1250	1.1044	1.0251	1.1779	1.0455	1.0490	1.0442	1.0120
CLUG_05340	0.8423	0.8359	0.8337	0.8083	0.8387	0.8033	0.8926	0.8595	0.8374	0.9173	0.8258	0.8812	0.8180	0.8470	0.8350	0.8451	0.8854	0.8997	0.9682	0.8781	0.7848	0.8676	0.8532	0.8757	1.0526	1.0698	1.0759	1.0482	1.0861	1.0570	1.0476	0.9342	1.0478	1.0572	0.9527	0.9773	1.0737	1.0146	1.1090	1.0602	1.1551	0.9540	1.0721	1.0890	0.9699	1.1922	1.1180	1.1498	1.1188	1.0982	1.1174	1.0005	1.0095	0.9959	0.9903
CLUG_05341	0.8702	0.9242	0.9944	0.9034	0.9425	0.8331	0.8406	0.9584	1.0142	0.9782	0.9701	0.9914	0.9552	0.9255	0.9180	0.9474	0.9370	0.8998	1.0792	0.9579	0.9082	0.9138	0.8918	1.0345	1.1990	1.1437	1.0953	1.1143	1.1067	1.1177	1.1821	1.0557	1.0427	1.1127	1.0609	1.0168	1.1223	1.0436	1.1340	1.0948	1.1842	0.9456	1.0558	1.0670	1.0216	1.2073	1.1116	1.1431	1.1028	1.0423	1.1970	0.9919	1.0365	1.0094	1.0216
CLUG_05342	1.0952	1.0272	1.0001	0.9680	0.9653	0.9724	1.0514	1.0727	1.1784	1.1595	1.0729	1.1499	1.0505	1.0905	1.0638	1.1875	1.0571	1.0742	1.1074	1.1042	0.9864	1.0371	1.1706	1.1346	1.2549	1.2337	1.2211	1.1766	1.1828	1.2590	1.1970	1.1257	1.1634	1.2224	1.0981	1.1439	1.0963	1.1254	1.2478	1.2023	1.2777	1.1071	1.2599	1.2024	1.0666	1.3160	1.2119	1.3289	1.2086	1.1958	1.2985	1.1536	1.1209	1.1352	1.1059
CLUG_05343	0.6943	0.6820	0.6141	0.7425	0.8094	0.6663	0.7343	0.7399	0.7901	0.8149	0.6848	0.8400	0.6986	0.7250	0.6680	0.8210	0.7048	0.6747	0.7563	0.7207	0.6215	0.6971	0.7400	0.6995	0.8380	0.7621	0.7684	0.7364	0.7406	0.7788	0.7588	0.6667	0.6999	0.6798	0.7081	0.7367	0.7382	0.7801	0.8450	0.7658	0.8429	0.7225	0.8274	0.7995	0.7026	0.8688	0.6874	0.8194	0.7764	0.7918	0.8777	0.7399	0.7329	0.6914	0.7494
CLUG_05344	1.0003	0.9358	0.8215	0.9220	0.9472	0.9071	0.9343	0.9071	0.9541	1.0084	0.9507	1.0962	0.9680	0.9292	0.8914	0.8976	0.9191	0.8663	1.0212	0.9746	0.8867	0.9560	1.0087	0.9456	1.1255	1.0749	1.0844	1.0973	1.0536	1.1605	1.1301	0.9811	1.0787	1.0869	1.0019	0.9923	1.0257	0.9340	1.1684	1.0911	1.2238	0.9611	1.1222	1.1517	1.0161	1.1917	1.1287	1.1843	1.1273	1.1101	1.2161	1.0427	1.0383	1.0158	0.9962
CLUG_05345	0.8465	0.7773	0.7746	0.8506	0.8791	0.7954	0.8819	0.8010	0.8022	0.8833	0.8384	0.8162	0.8235	0.8388	0.7581	0.7746	0.9490	0.8859	0.8597	0.8105	0.7826	0.7944	0.8613	0.9287	0.9495	0.9274	0.9363	0.9681	0.8804	0.9184	0.9463	0.8815	0.9046	0.9067	0.9835	0.8533	0.9613	0.9993	1.0228	0.8492	0.9965	0.8449	0.9663	1.0038	0.8881	1.0490	0.8952	1.0360	1.0153	0.9190	0.9789	0.8938	0.8985	0.8909	0.8406
CLUG_05346	0.7257	0.7352	0.7178	0.7384	0.7864	0.6979	0.7170	0.8291	0.7506	0.8107	0.7796	0.8117	0.8495	0.7500	0.6818	0.7071	0.8350	0.7565	0.8349	0.7518	0.7219	0.7440	0.7858	0.8700	1.0087	1.0208	1.0116	0.9567	0.9793	0.9698	0.9356	0.8121	0.9190	0.9950	0.8861	0.8769	0.9418	0.8805	1.1064	1.0373	1.0765	0.9590	0.9939	1.0459	0.8688	1.0817	1.1031	1.0979	1.0425	1.0431	1.1171	0.9794	0.9291	0.9076	0.9857
CLUG_05347	0.9490	0.8635	0.9088	0.8146	0.8163	0.8511	1.0174	0.7990	0.9139	1.0334	0.8734	1.0896	0.9079	0.9658	0.9048	0.8953	0.9570	0.9085	0.9778	0.9408	0.8361	0.9020	0.9605	0.8546	1.1408	1.0817	1.0533	1.0687	1.0646	1.1058	1.0404	0.9728	1.0498	1.0950	0.9812	1.0022	1.0206	1.0039	1.1417	1.1656	1.1717	0.9856	1.0722	1.1183	0.9807	1.1851	1.0750	1.1088	1.0810	1.0847	1.1323	1.0464	1.0105	0.9787	0.9553
CLUG_05348	0.7762	0.7299	0.6881	0.6885	0.7488	0.7486	0.8129	0.7740	0.6983	0.8489	0.7023	0.7918	0.7956	0.7797	0.7125	0.7152	0.7464	0.7846	0.8230	0.7888	0.7030	0.7905	0.7740	0.7587	0.9981	0.9613	0.9782	0.9482	0.9274	0.9444	0.9122	0.8585	0.9137	0.9460	0.9033	0.9048	1.0722	0.9871	1.0245	0.9966	1.0629	0.8708	0.9880	0.9631	0.8940	1.0223	1.0044	1.0506	1.0069	0.9685	1.0456	0.9333	0.8847	0.9024	0.9527
CLUG_05349	0.8712	0.8072	0.7759	0.9248	0.9126	0.8922	0.8873	0.9255	0.9711	1.0070	0.8997	0.9676	0.9278	0.8864	0.8721	0.8824	0.8892	0.9236	1.0479	0.9242	0.8887	0.8868	0.9451	0.9483	1.0148	1.1106	1.0477	1.0262	1.0053	1.0143	1.0306	0.9420	0.9871	1.0310	0.9475	0.9717	0.8957	0.7949	1.0751	1.0620	1.1495	0.8898	1.0971	1.0823	0.9930	1.1644	1.1355	1.0936	1.0173	1.0597	1.1302	0.9930	0.9988	0.9519	1.0036
CLUG_05350	0.8541	0.8020	0.7643	0.9126	0.9013	0.8787	0.8736	0.9227	0.9505	0.9970	0.8809	0.9556	0.8986	0.8812	0.8637	0.8707	0.8966	0.9154	1.0404	0.9097	0.8728	0.8842	0.9185	0.9537	1.0133	1.1018	1.0423	1.0207	0.9928	1.0011	1.0261	0.9293	0.9734	1.0304	0.9357	0.9569	0.8850	0.7895	1.0708	1.0623	1.1375	0.8833	1.0895	1.0725	0.9888	1.1616	1.1283	1.0894	1.0114	1.0561	1.1121	0.9988	0.9911	0.9423	0.9972
CLUG_05351	0.8999	0.8736	0.8626	0.8518	0.8979	0.9139	0.8737	0.8858	1.0450	0.9493	0.8718	0.9685	0.9633	0.9499	0.8931	0.8930	0.9998	0.9864	1.0071	0.9496	0.8769	0.9080	0.9335	0.9252	1.0708	1.0016	1.0819	1.0835	1.0247	1.1040	1.0513	0.9411	0.9971	1.0339	0.9854	1.0008	1.0279	0.9703	1.0473	1.0436	1.1353	0.9393	1.0088	1.1066	0.9668	1.0606	1.0223	1.1049	1.0246	1.0411	1.1105	0.9447	1.0235	0.9505	1.0019
CLUG_05352	0.8307	0.9042	0.8538	0.9083	0.8208	0.9197	0.8848	0.8679	0.9665	1.0127	0.8773	0.8811	0.9362	0.8488	0.8949	0.9187	1.0398	1.1519	1.0321	0.9141	0.8993	0.9189	1.0350	0.9218	1.1430	1.1094	1.0931	1.0886	1.0798	1.1217	1.1467	0.9062	1.0559	1.1350	0.9756	1.0805	1.1501	1.0135	1.1129	1.1321	1.1624	1.0007	1.0722	1.0927	0.9811	1.2235	1.0960	1.1202	1.0587	1.1567	1.1641	1.0438	0.9942	1.0413	1.0922
CLUG_05353	0.9837	0.8777	0.7802	0.9453	0.9553	0.8587	0.9401	0.9295	0.8867	0.9986	0.9238	1.0372	0.9186	0.9722	0.9123	0.9648	0.9072	0.9307	0.9545	0.9761	0.8927	0.9507	0.9448	0.9132	1.1033	1.0365	1.0901	1.0289	1.0265	1.0965	1.0907	0.9502	1.0334	1.0311	1.0054	0.9950	1.0284	0.9305	1.0819	0.9897	1.0718	0.9475	1.0517	1.0330	0.9345	1.1623	1.0149	1.1010	1.0105	1.0294	1.1258	0.9702	1.0226	0.9184	0.9286
CLUG_05354	0.9250	0.8928	0.8681	0.8949	0.8927	0.9238	0.8397	0.9283	0.9949	1.0440	0.9287	0.9775	0.9831	0.9681	0.9091	0.8729	0.9953	0.8722	0.9324	0.9731	0.8185	0.8464	0.8827	0.8400	1.1868	1.1250	1.0914	1.0729	1.1237	1.0854	1.1105	0.9819	1.0617	1.0697	1.0325	1.0203	1.1398	1.1280	1.1922	1.0762	1.1611	0.9986	1.1340	1.0605	1.0111	1.1897	1.1165	1.1821	1.0963	1.0745	1.1831	1.0581	1.0449	1.0144	1.0160
CLUG_05355	1.0113	0.9015	0.9227	0.9560	0.9329	0.9425	0.9714	0.9708	1.0091	1.0468	0.9522	1.0580	0.9855	1.0059	0.9737	0.9488	1.0164	0.9551	1.0567	0.9824	0.9114	0.9768	0.9583	0.9909	1.0968	1.1069	1.1086	1.0638	1.0583	1.1036	1.1090	0.9853	1.0308	1.1189	1.0017	1.0252	0.9315	0.9144	1.1084	1.0558	1.1294	0.9953	1.0842	1.1097	1.0038	1.1426	1.0818	1.1416	1.0804	1.0793	1.1316	0.9951	1.0396	1.0207	1.0079
CLUG_05356	0.8659	0.7936	0.8236	0.8505	0.8099	0.9217	0.8831	0.8725	0.9207	0.9933	0.8274	1.0498	0.8211	0.9071	0.8511	0.7951	0.7595	0.9391	0.9560	0.9326	0.8544	0.8880	0.8610	0.7625	1.0005	1.0054	0.9982	1.0515	0.9530	1.0043	1.0250	0.9821	1.0384	1.0645	0.9430	0.8488	0.7589	0.8189	1.0951	1.0593	1.1425	0.9924	1.0204	1.0269	0.8791	0.9723	1.0320	1.1216	1.0289	1.0457	1.1503	0.9895	0.9501	0.9905	0.9585
CLUG_05357	0.8195	0.8058	0.7956	0.8399	0.8942	0.8995	0.8326	0.8510	0.9054	0.9388	0.7905	0.8597	0.8430	0.8470	0.8088	0.8122	0.8650	0.9395	0.9425	0.8621	0.7823	0.8347	0.7917	0.8492	1.0906	0.9838	0.9947	0.9643	1.0105	1.0012	0.9914	0.8916	0.9651	0.9703	0.9513	0.9631	0.9626	0.8940	1.0410	0.9434	1.0359	0.9176	0.9990	1.0204	0.9084	1.0526	0.9746	1.0548	0.9649	0.9719	1.0273	0.8807	0.9584	0.9219	0.8507
CLUG_05358	0.8213	0.8005	0.7962	0.8566	0.8929	0.8931	0.8231	0.8547	0.9154	0.9303	0.7850	0.8624	0.8168	0.8457	0.8058	0.7913	0.8544	0.9199	0.9470	0.8654	0.7762	0.8440	0.8041	0.8574	1.0864	0.9805	0.9999	0.9615	1.0111	1.0040	0.9865	0.8877	0.9631	0.9682	0.9437	0.9602	0.9468	0.8337	1.0339	0.9509	1.0299	0.9000	0.9970	1.0218	0.9041	1.0457	0.9726	1.0422	0.9603	0.9614	1.0332	0.8743	0.9589	0.9152	0.8351
CLUG_05359	0.9468	0.8343	0.7940	0.8322	0.9234	0.7919	0.8749	0.9103	0.8789	0.8421	0.8506	0.9159	0.8595	0.8062	0.8241	0.8170	0.8431	0.8782	0.8539	0.8392	0.8230	0.7661	0.7477	0.8369	1.0612	0.9805	0.9882	0.9856	0.9326	1.0450	0.9346	0.8798	0.9914	0.9885	0.9777	0.9289	0.9787	0.9347	1.0861	0.9465	0.9719	0.8993	0.9916	1.0367	0.9032	1.0741	0.9899	1.0721	0.9565	0.9818	1.0555	0.9244	0.9832	0.9322	0.9473
CLUG_05360	0.9135	0.8875	0.9595	0.8455	0.9162	0.9157	0.8877	1.0448	1.0555	0.9623	0.9126	1.0716	0.9512	0.9206	0.8727	0.8947	0.9066	0.8912	0.9370	0.9427	0.9001	0.8861	0.8302	0.9147	1.0728	1.0565	1.0868	1.0454	1.0794	1.0687	1.0012	0.9287	1.0152	1.0305	0.9968	0.9949	1.1169	1.0803	1.0715	1.0744	1.0141	0.9717	1.0047	1.0387	0.9575	1.1315	1.0968	1.1184	0.9914	1.0333	1.0573	1.0012	1.0295	1.0166	0.9525
CLUG_05361	0.8565	0.8113	0.8932	0.8119	0.9418	0.8096	0.9230	0.7751	0.8837	0.9170	0.8388	0.9330	0.8564	0.9162	0.8588	0.8246	0.9006	0.8772	0.9010	0.8641	0.8177	0.8217	0.7998	0.8159	1.0562	1.0332	1.0256	0.9884	0.9730	1.0207	0.9371	0.9107	0.9877	0.9935	0.9452	1.0000	0.9375	0.8434	1.0509	0.9647	1.0490	0.9340	1.0147	1.0181	0.9008	1.1267	1.0114	1.0547	1.0548	1.0028	1.0701	0.9502	0.9314	0.9637	0.9280
CLUG_05362	0.8991	0.8235	0.8632	0.8232	0.8586	0.8557	0.8765	0.9704	0.9171	0.9584	0.9274	0.9884	0.9329	0.8784	0.8606	0.8400	0.9748	0.9209	0.8820	0.9241	0.8080	0.9113	0.8570	0.9152	1.0074	1.0727	1.0195	1.0505	1.0561	1.0455	1.0263	0.9257	0.9810	1.0745	0.9778	0.9629	1.0772	0.9923	1.0952	1.0388	1.0492	0.9452	1.0452	1.0694	1.0011	1.0588	1.1019	1.1421	1.0323	1.0305	1.1018	0.9707	1.0019	0.9855	0.9795
CLUG_05363	0.8415	0.8505	0.8001	0.8216	0.8522	0.8854	0.9053	0.9153	0.8429	0.9470	0.8781	0.8979	1.0178	0.8752	0.8429	0.9067	0.8864	0.8621	1.0314	0.9474	0.7893	0.8551	0.8598	0.7469	1.0933	1.1038	1.1038	1.0893	1.0500	1.0523	1.0211	0.8890	1.0705	1.0875	0.9768	1.0038	1.1348	1.0264	1.0773	0.9948	1.0429	0.9325	1.0157	1.0491	0.9500	1.1241	1.1162	1.0570	1.0867	0.9931	1.0580	1.0283	1.0207	0.9808	0.9652
CLUG_05364	0.8826	0.8123	0.8324	0.8344	0.8842	0.7797	0.8903	0.9140	0.9296	0.9742	0.8924	0.9551	0.9737	0.9281	0.8372	0.8503	0.8852	0.9058	0.9586	0.8965	0.8400	0.8670	0.8958	0.8405	1.0241	1.0767	1.0119	1.0284	1.0052	1.0041	1.0136	0.9473	1.0282	1.0823	0.9340	0.9934	1.1172	1.0170	1.1006	1.0039	1.0514	0.9607	1.0292	1.0286	1.0067	1.0799	1.0739	1.1535	1.0649	1.0414	1.0735	0.9984	0.9645	0.9540	0.9425
CLUG_05365	0.8338	0.7424	0.7413	0.7733	0.7707	0.8145	0.8621	0.7905	0.8054	0.9454	0.8028	0.8898	0.7994	0.7827	0.7202	0.6901	0.8390	0.7927	0.8922	0.8438	0.7475	0.8190	0.8179	0.7849	1.0690	1.0500	1.0142	1.0261	1.0693	1.0578	1.0574	0.9271	0.9944	1.0979	0.9219	0.9675	1.2859	1.1369	1.1204	1.0635	1.0881	0.9549	1.0220	1.0463	0.9260	1.0685	1.1204	1.1172	1.1085	1.0313	1.1441	1.0148	1.0045	0.9751	0.9805
CLUG_05366	0.9123	0.7760	0.8269	0.7937	0.8498	0.8585	0.8659	0.8478	0.8706	0.9777	0.8464	0.9220	0.9037	0.8890	0.8032	0.8158	0.8815	0.9161	0.8866	0.8488	0.7675	0.8751	0.8337	0.8097	1.0615	1.0173	1.0169	1.0228	0.9915	1.0333	1.0509	0.9357	1.0122	1.0069	0.9591	0.9444	1.0894	1.0407	1.0834	1.0119	1.0776	0.9482	1.0137	1.0280	0.9561	1.0546	1.0588	1.1015	1.0308	1.0634	1.1132	1.0095	0.9801	0.9767	0.9760
CLUG_05367	0.8895	0.8605	0.8062	0.7740	0.7528	0.7861	0.8873	0.9190	0.9839	0.9040	0.7934	0.8316	0.8333	0.8137	0.8052	0.8314	0.8683	0.8511	0.9036	0.9247	0.7976	0.7501	0.7847	0.8510	1.0230	1.0158	1.0586	1.0120	1.0832	1.0820	1.0107	0.9892	0.8948	1.0094	0.9093	0.9861	1.2924	1.1356	1.0388	1.0315	1.0418	0.9400	0.9502	0.9349	0.9772	1.0490	0.9908	1.1097	0.9748	0.9911	1.0328	0.9273	0.9533	0.9710	0.9798
CLUG_05368	0.7985	0.7648	0.6390	0.7847	0.8230	0.7969	0.8599	0.8598	0.9806	0.9457	0.9271	0.7376	0.7943	0.9158	0.8075	0.8674	0.9577	0.8338	0.8352	0.8938	0.7754	0.8656	0.8252	0.9047	1.0557	1.0420	1.0690	0.9539	1.0623	1.1101	1.0294	0.9495	1.0019	1.0992	0.9366	1.0090	1.2698	1.1919	1.1405	1.0719	1.1702	0.9714	1.0593	1.0679	1.0149	1.0600	1.0649	1.1079	1.0710	1.0675	1.1696	1.0368	1.0619	1.0273	0.9842
CLUG_05369	0.7935	0.6437	0.6998	0.7032	0.8648	0.7747	0.7853	0.7726	0.7999	0.8565	0.6816	0.9724	0.8294	0.7536	0.7781	0.6589	0.8231	0.8684	0.8000	0.8546	0.7308	0.7859	0.7359	0.8289	1.0578	0.9121	0.9489	0.9338	0.9812	0.9717	0.9545	0.8170	0.8961	0.9405	0.9123	0.8539	1.0711	0.9744	1.0249	1.0460	1.0738	0.8444	0.9613	0.9712	0.9004	1.0006	0.9543	1.0286	0.9959	0.8986	1.0674	0.9205	0.8970	0.9455	0.9350
CLUG_05370	1.0543	0.7504	0.7200	0.9471	0.7983	0.9563	0.9142	0.8124	0.8317	1.0139	0.7590	0.9640	0.9161	0.8415	0.7809	0.8015	1.0301	0.9714	1.0197	0.9719	0.8131	0.8971	0.7857	0.8321	0.9904	1.0835	1.0577	1.0222	1.0427	1.0547	0.9350	0.9673	0.9992	1.0607	0.8972	0.9202	0.8551	0.8397	0.9900	0.9275	1.0225	0.8286	0.8843	0.9167	1.0101	1.0708	1.0200	1.0985	1.0683	0.9004	1.0996	0.9160	0.9705	0.9144	0.8924
CLUG_05371	0.9399	0.8162	0.8602	0.8375	0.8243	0.8292	0.8116	0.9297	0.8806	0.9617	0.8370	0.9018	0.8322	0.8511	0.7484	0.7497	0.8994	0.8980	0.9235	0.8901	0.8289	0.9020	0.7849	0.8966	1.0111	0.9900	1.0231	0.9863	0.9946	1.0211	1.0388	0.9146	0.9928	1.0705	0.9683	0.9844	1.0388	0.9939	1.0583	0.9649	1.0261	0.8510	0.9966	0.9840	0.9491	1.0597	0.9696	1.0874	0.9677	0.9658	1.0482	0.9414	0.9348	0.9820	0.9097
CLUG_05372	0.8722	0.8905	0.7305	0.8070	0.9324	0.7415	0.8416	0.9077	0.9677	0.9449	0.7838	1.0228	0.9559	0.9037	0.8448	0.9468	1.0118	0.9449	0.9774	0.8939	0.8230	0.9057	0.8876	0.8901	1.0267	1.0298	1.0210	1.0338	1.0036	0.9871	1.0153	0.9062	0.9472	0.9490	0.9309	0.9592	0.9818	0.9069	1.0049	1.0102	1.0397	0.9158	1.0508	1.0338	0.9082	1.0566	0.9800	1.0750	1.0368	0.9778	1.0740	0.9124	0.9825	0.9580	0.9617
CLUG_05373	0.9236	0.9123	0.8142	0.8882	0.9027	0.8622	0.9408	0.9814	0.9772	1.0313	0.9572	0.9988	0.8942	0.9433	0.9233	0.8956	0.9656	0.9009	1.0092	0.9214	0.8859	0.8993	0.9825	0.9064	1.0916	1.0506	1.0680	1.0894	1.0385	1.0429	1.0380	0.9807	1.0177	1.1127	1.0036	1.0117	0.9407	0.9198	1.0703	0.9991	0.9959	0.9381	0.9598	1.0344	0.9857	1.1099	0.9793	1.0580	1.0134	0.9881	1.1044	0.9709	0.9826	0.9687	0.9716
CLUG_05374	0.9065	0.8673	0.9018	0.9137	0.8882	0.8619	0.9314	0.9299	0.9847	1.0060	0.9356	0.9964	0.9539	0.9258	0.8794	0.8635	1.0725	0.9824	1.0038	0.9268	0.8960	0.9404	0.9165	0.8997	1.0608	1.0622	1.0480	1.0912	1.0238	1.0691	1.0880	1.0080	1.0182	1.0986	0.9594	0.9661	0.8644	0.8857	0.9752	0.9770	1.0307	0.9655	1.0022	1.0255	0.9653	1.0876	1.0344	1.0923	1.0165	0.9926	1.1132	0.9543	0.9870	1.0008	0.9974
CLUG_05375	0.7993	0.7943	0.7360	0.7996	0.7574	0.7488	0.7198	0.8432	0.8725	0.8747	0.8151	0.9175	0.7005	0.8807	0.8446	0.7537	0.7608	0.7632	0.8531	0.8300	0.6954	0.7762	0.8547	0.9111	1.0891	1.0384	1.0936	0.9758	1.0056	1.0639	1.0976	1.0544	0.9899	1.0323	0.8593	0.9674	0.9266	0.8664	1.0660	1.0136	0.9979	0.9711	1.0042	1.0409	0.8715	1.0528	1.1478	1.0926	0.9965	0.9953	1.1439	0.9895	0.9734	0.9452	0.9436
